Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country_Region,City,State_Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Year,Month_Year,Profit Margin,Profit Flag,Sale Bend
5021,US-2025-132304,6/14/2025,6/18/2025,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Seattle,Washington,98103,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,1115.17,7,0,334.55,Jun,2025,25-Jun,30.00%,Profitable,High
5048,US-2025-133613,6/17/2025,6/22/2025,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,6708,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,3,0,153.08,Jun,2025,25-Jun,27.00%,Profitable,High
5085,US-2025-142685,6/23/2025,6/30/2025,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,7,0,16.7,Jun,2025,25-Jun,2.00%,Profitable,High
5086,US-2025-140382,6/23/2025,6/25/2025,Second Class,RD-19900,Ruben Dartt,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.34,7,0.2,97.01,Jun,2025,25-Jun,11.30%,Profitable,High
5090,US-2025-100300,6/24/2025,6/26/2025,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,4476.8,4,0.2,503.64,Jun,2025,25-Jun,11.30%,Profitable,High
5108,US-2025-100790,6/26/2025,7/2/2025,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51,Jun,2025,25-Jun,12.00%,Profitable,High
5115,US-2025-153577,6/27/2025,7/1/2025,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.66,3,0.3,-7.71,Jun,2025,25-Jun,-1.40%,Loss,High
5128,US-2025-162355,6/30/2025,7/2/2025,Second Class,PF-19165,Philip Fox,Consumer,United States,Sandy Springs,Georgia,30328,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1266.86,7,0,291.38,Jun,2025,25-Jun,23.00%,Profitable,High
5138,US-2025-139997,7/1/2025,7/3/2025,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,84043,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1499.95,5,0,449.99,Jul,2025,25-Jul,30.00%,Profitable,High
5139,US-2025-102813,7/2/2025,7/3/2025,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0,Jul,2025,25-Jul,0.00%,Loss,High
5143,US-2025-168543,7/3/2025,7/7/2025,Standard Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10035,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.92,Jul,2025,25-Jul,28.00%,Profitable,High
5147,US-2025-147137,7/4/2025,7/6/2025,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.17,5,0.15,225.74,Jul,2025,25-Jul,17.60%,Profitable,High
5167,US-2025-135265,7/7/2025,7/9/2025,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,0.2,944.99,Jul,2025,25-Jul,33.80%,Profitable,High
5169,US-2025-112109,7/8/2025,7/12/2025,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.57,Jul,2025,25-Jul,11.30%,Profitable,High
5178,US-2025-152471,7/8/2025,7/8/2025,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,32216,South,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.5,Jul,2025,25-Jul,6.30%,Profitable,High
5179,US-2025-156685,7/8/2025,7/10/2025,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.96,Jul,2025,25-Jul,12.50%,Profitable,High
5181,CA-2025-112109,7/8/2025,7/12/2025,Standard Class,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,863.64,9,0.2,107.96,Jul,2025,25-Jul,12.50%,Profitable,High
5192,US-2025-137050,7/14/2025,7/18/2025,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.14,4,0.2,21.72,Jul,2025,25-Jul,3.70%,Profitable,High
5241,US-2025-131835,7/17/2025,7/21/2025,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,0,280.59,Jul,2025,25-Jul,47.00%,Profitable,High
5243,US-2025-114727,7/18/2025,7/24/2025,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.35,3,0.2,10.68,Jul,2025,25-Jul,1.20%,Profitable,High
5244,US-2025-114727,7/18/2025,7/24/2025,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.01,3,0.2,40.8,Jul,2025,25-Jul,7.50%,Profitable,High
5250,US-2025-114727,7/18/2025,7/24/2025,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.57,2,0.2,0,Jul,2025,25-Jul,0.00%,Loss,High
5254,US-2025-163776,7/19/2025,7/25/2025,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0,126.23,Jul,2025,25-Jul,25.00%,Profitable,High
5281,US-2025-111290,7/22/2025,7/26/2025,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0,135.22,Jul,2025,25-Jul,14.00%,Profitable,High
5301,US-2025-104157,7/25/2025,7/29/2025,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,8,0,388.81,Jul,2025,25-Jul,16.00%,Profitable,High
5313,US-2025-147417,7/25/2025,7/27/2025,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.98,4,0.4,192,Jul,2025,25-Jul,13.30%,Profitable,High
5319,US-2025-107783,7/28/2025,7/29/2025,First Class,OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,18018,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1369.76,6,0.7,-913.18,Jul,2025,25-Jul,-66.70%,Loss,High
5326,US-2025-164574,7/29/2025,8/3/2025,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,5,0.2,26.43,Jul,2025,25-Jul,3.70%,Profitable,High
5327,US-2025-112585,7/30/2025,8/2/2025,First Class,RW-19630,Rob Williams,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,0,178.91,Jul,2025,25-Jul,25.00%,Profitable,High
5330,US-2025-137743,7/30/2025,8/4/2025,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.62,2,0.2,51.83,Jul,2025,25-Jul,5.00%,Profitable,High
5332,US-2025-144148,7/31/2025,8/5/2025,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863.13,7,0.2,-32.37,Jul,2025,25-Jul,-3.80%,Loss,High
5335,US-2025-133550,7/31/2025,8/6/2025,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,4,0,165.35,Jul,2025,25-Jul,26.00%,Profitable,High
5339,US-2025-155978,8/1/2025,8/1/2025,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1039.73,2,0.2,90.98,Aug,2025,25-Aug,8.80%,Profitable,High
5358,US-2025-107328,8/8/2025,8/15/2025,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,90036,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.02,2,0.2,12.83,Aug,2025,25-Aug,2.50%,Profitable,High
5368,US-2025-113649,8/9/2025,8/12/2025,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,569.54,4,0.2,64.07,Aug,2025,25-Aug,11.30%,Profitable,High
5378,US-2025-118073,8/12/2025,8/16/2025,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,Lakeland,Florida,33801,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,562.29,7,0.45,-255.59,Aug,2025,25-Aug,-45.50%,Loss,High
5381,US-2025-105459,8/12/2025,8/17/2025,Second Class,NP-18700,Nora Preis,Consumer,United States,New York City,New York,10024,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1591.02,6,0,286.38,Aug,2025,25-Aug,18.00%,Profitable,High
5382,US-2025-155845,8/12/2025,8/15/2025,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.94,7,0.2,52.5,Aug,2025,25-Aug,3.80%,Profitable,High
5406,US-2025-118626,8/15/2025,8/20/2025,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.54,7,0.2,70.55,Aug,2025,25-Aug,10.00%,Profitable,High
5423,US-2025-122581,8/21/2025,8/25/2025,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",573.17,7,0.1,63.69,Aug,2025,25-Aug,11.10%,Profitable,High
5424,US-2025-146066,8/21/2025,8/23/2025,Second Class,RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.29,9,0.4,-339.71,Aug,2025,25-Aug,-41.70%,Loss,High
5425,US-2025-126452,8/21/2025,8/28/2025,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.06,9,0.2,180.44,Aug,2025,25-Aug,6.30%,Profitable,High
5443,US-2025-150350,8/23/2025,8/30/2025,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.7,6,0.2,-39.95,Aug,2025,25-Aug,-7.50%,Loss,High
5446,US-2025-158001,8/23/2025,8/27/2025,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0,281.02,Aug,2025,25-Aug,27.00%,Profitable,High
5454,US-2025-160528,8/23/2025,8/30/2025,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.3,8,0.2,-172.73,Aug,2025,25-Aug,-23.80%,Loss,High
5456,US-2025-160528,8/23/2025,8/30/2025,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.32,Aug,2025,25-Aug,-5.00%,Loss,High
5458,US-2025-150350,8/23/2025,8/30/2025,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.82,Aug,2025,25-Aug,7.50%,Profitable,High
5459,US-2025-128594,8/26/2025,8/29/2025,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,0.2,100.2,Aug,2025,25-Aug,6.30%,Profitable,High
5460,US-2025-152289,8/26/2025,8/28/2025,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.72,6,0.3,-29.28,Aug,2025,25-Aug,-2.90%,Loss,High
5507,US-2025-141544,8/30/2025,9/1/2025,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.74,4,0.3,-258.5,Aug,2025,25-Aug,-32.90%,Loss,High
5522,US-2025-129714,9/1/2025,9/3/2025,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4,0.2,1415.43,Sep,2025,25-Sep,32.50%,Profitable,High
5539,US-2025-126732,9/2/2025,9/6/2025,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.73,3,0.2,28.44,Sep,2025,25-Sep,5.00%,Profitable,High
5557,US-2025-106950,9/2/2025,9/6/2025,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,0.2,303.8,Sep,2025,25-Sep,30.00%,Profitable,High
5558,US-2025-166429,9/2/2025,9/8/2025,Standard Class,TG-21310,Toby Gnade,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,0,449.99,Sep,2025,25-Sep,45.00%,Profitable,High
5559,US-2025-144764,9/2/2025,9/8/2025,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1362.9,3,0.3,-19.47,Sep,2025,25-Sep,-1.40%,Loss,High
5560,US-2025-126732,9/2/2025,9/6/2025,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.17,4,0.2,68.2,Sep,2025,25-Sep,6.30%,Profitable,High
5566,US-2025-158099,9/3/2025,9/5/2025,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98,Sep,2025,25-Sep,-66.70%,Loss,High
5587,US-2025-168774,9/4/2025,9/9/2025,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,55125,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0,160.62,Sep,2025,25-Sep,30.00%,Profitable,High
5591,US-2025-129630,9/4/2025,9/4/2025,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,0.2,944.99,Sep,2025,25-Sep,33.80%,Profitable,High
5592,US-2025-158778,9/5/2025,9/9/2025,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.27,3,0.3,-63.38,Sep,2025,25-Sep,-7.10%,Loss,High
5601,US-2025-121013,9/5/2025,9/10/2025,Standard Class,MM-17920,Michael Moore,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94,3,0,314.06,Sep,2025,25-Sep,19.00%,Profitable,High
5630,US-2025-102981,9/6/2025,9/9/2025,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.35,3,0.2,90.29,Sep,2025,25-Sep,12.50%,Profitable,High
5639,US-2025-108987,9/8/2025,9/10/2025,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,4,0.32,-317.15,Sep,2025,25-Sep,-13.20%,Loss,High
5643,US-2025-115455,9/8/2025,9/14/2025,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,-300.74,Sep,2025,25-Sep,-50.00%,Loss,High
5671,US-2025-146206,9/10/2025,9/14/2025,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,54,Sep,2025,25-Sep,7.50%,Profitable,High
5672,US-2025-112277,9/10/2025,9/15/2025,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,519.68,7,0.2,58.46,Sep,2025,25-Sep,11.30%,Profitable,High
5686,US-2025-145625,9/11/2025,9/17/2025,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0,636,Sep,2025,25-Sep,19.00%,Profitable,High
5687,US-2025-102162,9/11/2025,9/16/2025,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,8,0,751.96,Sep,2025,25-Sep,47.00%,Profitable,High
5689,US-2025-121223,9/11/2025,9/13/2025,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.95,9,0.4,-157.94,Sep,2025,25-Sep,-21.70%,Loss,High
5690,US-2025-123946,9/12/2025,9/17/2025,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1059.12,4,0,307.14,Sep,2025,25-Sep,29.00%,Profitable,High
5705,US-2025-105732,9/13/2025,9/18/2025,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,14,0,387.57,Sep,2025,25-Sep,29.00%,Profitable,High
5715,US-2025-153178,9/14/2025,9/18/2025,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Long Beach,New York,11561,East,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.57,2,0.2,252.59,Sep,2025,25-Sep,37.50%,Profitable,High
5718,US-2025-116911,9/15/2025,9/20/2025,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,83301,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3,0,259.53,Sep,2025,25-Sep,23.00%,Profitable,High
5722,US-2025-149797,9/15/2025,9/20/2025,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.57,2,0.2,294.55,Sep,2025,25-Sep,35.00%,Profitable,High
5743,US-2025-133935,9/18/2025,9/22/2025,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,0.2,50.1,Sep,2025,25-Sep,6.30%,Profitable,High
5744,US-2025-120355,9/18/2025,9/25/2025,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,New Rochelle,New York,10801,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,631.78,2,0.1,140.4,Sep,2025,25-Sep,22.20%,Profitable,High
5747,US-2025-133935,9/18/2025,9/22/2025,Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",885.53,9,0.2,-99.62,Sep,2025,25-Sep,-11.30%,Loss,High
5756,US-2025-145905,9/18/2025,9/23/2025,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.01,Sep,2025,25-Sep,13.00%,Profitable,High
5758,US-2025-156097,9/19/2025,9/19/2025,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.37,2,0.3,-50.1,Sep,2025,25-Sep,-7.10%,Loss,High
5759,US-2025-168354,9/19/2025,9/21/2025,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0,244.25,Sep,2025,25-Sep,28.00%,Profitable,High
5769,US-2025-168354,9/19/2025,9/21/2025,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0,481.87,Sep,2025,25-Sep,30.00%,Profitable,High
5802,US-2025-129469,9/23/2025,9/27/2025,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.7,6,0.2,-26.64,Sep,2025,25-Sep,-5.00%,Loss,High
5813,US-2025-100944,9/24/2025,9/28/2025,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,563.24,5,0.2,56.32,Sep,2025,25-Sep,10.00%,Profitable,High
5824,US-2025-108875,9/24/2025,10/1/2025,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.06,9,0.2,-95.82,Sep,2025,25-Sep,-18.80%,Loss,High
5842,US-2025-124163,9/25/2025,9/30/2025,Standard Class,SC-20695,Steve Chapman,Corporate,United States,La Crosse,Wisconsin,54601,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,0,174.98,Sep,2025,25-Sep,35.00%,Profitable,Medium
5847,US-2025-157945,9/26/2025,10/1/2025,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.56,3,0.3,-96.11,Sep,2025,25-Sep,-12.90%,Loss,High
5863,US-2025-110170,9/27/2025,10/3/2025,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,0.32,-225.1,Sep,2025,25-Sep,-23.50%,Loss,High
5867,US-2025-140249,9/27/2025,10/3/2025,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.58,2,0.2,125.2,Sep,2025,25-Sep,12.50%,Profitable,High
5878,US-2025-108056,9/29/2025,10/3/2025,Standard Class,ES-14080,Erin Smith,Corporate,United States,Springfield,Oregon,97477,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,0.2,75.18,Sep,2025,25-Sep,8.80%,Profitable,High
5879,US-2025-106243,9/30/2025,10/4/2025,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10011,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,0.2,-26.2,Sep,2025,25-Sep,-5.00%,Loss,High
5893,US-2025-118689,10/2/2025,10/9/2025,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.19,Oct,2025,25-Oct,45.00%,Profitable,High
5895,US-2025-118689,10/2/2025,10/9/2025,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,47905,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,17499.95,5,0,8399.98,Oct,2025,25-Oct,48.00%,Profitable,High
