Order ID,Order Date,Ship Date,Customer Name,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Month-Year,Profit Margin,Profit Flag,Sale Band,Region
US-2025-148201,8/26/2025,8/29/2025,Charles Crestani,Consumer,Office Supplies,Paper,Xerox 1931,6.48,1,3.11,25-Aug,48.00%,Profitable,Low,West
US-2025-114601,8/26/2025,9/2/2025,Andrew Allen,Consumer,Office Supplies,Paper,Xerox 1950,11.56,2,5.66,25-Aug,49.00%,Profitable,Low,Central
US-2025-160598,8/26/2025,8/28/2025,Stuart Van,Corporate,Office Supplies,Paper,Xerox 1944,31.01,1,11.24,25-Aug,36.30%,Profitable,Low,South
US-2025-105585,8/26/2025,8/27/2025,Roland Fjeld,Consumer,Office Supplies,Paper,Xerox 1979,154.9,5,69.71,25-Aug,45.00%,Profitable,Medium,West
US-2025-132094,8/26/2025,9/2/2025,Vivek Grady,Corporate,Technology,Accessories,Logitech Trackman Marble Mouse,47.98,2,13.2,25-Aug,27.50%,Profitable,Low,East
US-2025-163538,8/26/2025,8/30/2025,Shirley Schmidt,Home Office,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,3,14.87,25-Aug,31.00%,Profitable,Low,Central
US-2025-127425,8/26/2025,8/31/2025,Dan Reichenbach,Corporate,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.48,25-Aug,35.00%,Profitable,Medium,East
US-2025-114601,8/26/2025,9/2/2025,Andrew Allen,Consumer,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.19,25-Aug,34.00%,Profitable,Medium,Central
US-2025-152289,8/26/2025,8/28/2025,Linda Cazamias,Corporate,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.98,2,44,25-Aug,27.50%,Profitable,Medium,Central
US-2025-114601,8/26/2025,9/2/2025,Andrew Allen,Consumer,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,58.79,25-Aug,28.00%,Profitable,Medium,Central
US-2025-127425,8/26/2025,8/31/2025,Dan Reichenbach,Corporate,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,8.25,25-Aug,25.00%,Profitable,Low,East
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.62,1,20.97,25-Aug,8.60%,Profitable,Medium,East
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,13.92,25-Aug,48.00%,Profitable,Low,East
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Office Supplies,Fasteners,Staples,11.68,4,5.26,25-Aug,45.00%,Profitable,Low,East
US-2025-116764,8/27/2025,9/2/2025,Elizabeth Moffitt,Corporate,Office Supplies,Labels,Avery 484,9.22,4,3.34,25-Aug,36.30%,Profitable,Low,South
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Office Supplies,Paper,Xerox 1919,122.97,3,60.26,25-Aug,49.00%,Profitable,Medium,East
US-2025-146710,8/27/2025,9/1/2025,Sung Shariari,Consumer,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.53,1,1.15,25-Aug,32.50%,Profitable,Low,Central
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.69,25-Aug,45.00%,Profitable,Low,East
US-2025-117919,8/27/2025,8/29/2025,Todd Boyes,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,27.97,25-Aug,35.00%,Profitable,Low,Central
US-2025-146710,8/27/2025,9/1/2025,Sung Shariari,Consumer,Office Supplies,Paper,Xerox 196,4.62,1,1.68,25-Aug,36.30%,Profitable,Low,Central
US-2025-117919,8/27/2025,8/29/2025,Todd Boyes,Corporate,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,1.06,25-Aug,7.50%,Profitable,Low,Central
US-2025-146710,8/27/2025,9/1/2025,Sung Shariari,Consumer,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.17,4,6.21,25-Aug,11.30%,Profitable,Low,Central
US-2025-146710,8/27/2025,9/1/2025,Sung Shariari,Consumer,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,-10.95,25-Aug,-21.30%,Loss,Low,Central
US-2025-145982,8/27/2025,9/1/2025,Ted Butterfield,Consumer,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,28.79,25-Aug,48.00%,Profitable,Low,East
US-2025-145303,8/28/2025,8/31/2025,Tom Prescott,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.37,2,-52.89,25-Aug,-33.80%,Loss,Medium,Central
US-2025-145303,8/28/2025,8/31/2025,Tom Prescott,Consumer,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,-21.68,25-Aug,-165.00%,Loss,Low,Central
US-2025-145303,8/28/2025,8/31/2025,Tom Prescott,Consumer,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.02,4,-16.54,25-Aug,-165.00%,Loss,Low,Central
US-2025-137652,8/28/2025,8/30/2025,Edward Becker,Corporate,Office Supplies,Binders,GBC VeloBinder Strips,18.43,8,-12.29,25-Aug,-66.70%,Loss,Low,East
US-2025-144211,8/28/2025,9/2/2025,Chad Sievert,Consumer,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,5.61,25-Aug,36.30%,Profitable,Low,West
US-2025-144211,8/28/2025,9/2/2025,Chad Sievert,Consumer,Technology,Phones,AT&T 17929 Lendline Telephone,108.58,3,8.14,25-Aug,7.50%,Profitable,Medium,West
US-2025-159912,8/29/2025,9/3/2025,George Bell,Corporate,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,-81.94,25-Aug,-50.00%,Loss,Medium,East
US-2025-159912,8/29/2025,9/3/2025,George Bell,Corporate,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,-56.45,25-Aug,-23.30%,Loss,Medium,East
US-2025-159912,8/29/2025,9/3/2025,George Bell,Corporate,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.49,2,-2.79,25-Aug,-80.00%,Loss,Low,East
US-2025-158568,8/29/2025,9/2/2025,Rick Bensley,Home Office,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,-3.04,25-Aug,-170.00%,Loss,Low,Central
US-2025-159912,8/29/2025,9/3/2025,George Bell,Corporate,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.58,7,-2.38,25-Aug,-22.50%,Loss,Low,East
US-2025-158568,8/29/2025,9/2/2025,Rick Bensley,Home Office,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,7,22.62,25-Aug,35.00%,Profitable,Low,Central
US-2025-161207,8/29/2025,9/3/2025,Adam Bellavance,Home Office,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,8.1,25-Aug,29.00%,Profitable,Low,East
US-2025-158568,8/29/2025,9/2/2025,Rick Bensley,Home Office,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,-10.8,25-Aug,-11.30%,Loss,Low,Central
US-2025-128727,8/29/2025,9/4/2025,Meg O'Connel,Home Office,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,4,5.5,25-Aug,25.00%,Profitable,Low,East
US-2025-141544,8/30/2025,9/1/2025,Patrick O'Brill,Consumer,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.74,4,-258.5,25-Aug,-32.90%,Loss,High,East
US-2025-165995,8/30/2025,9/6/2025,Bruce Geld,Consumer,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.99,25-Aug,34.00%,Profitable,Low,West
US-2025-141544,8/30/2025,9/1/2025,Patrick O'Brill,Consumer,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76,6,-27.69,25-Aug,-73.30%,Loss,Low,East
US-2025-141544,8/30/2025,9/1/2025,Patrick O'Brill,Consumer,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,33.83,25-Aug,33.80%,Profitable,Medium,East
US-2025-141544,8/30/2025,9/1/2025,Patrick O'Brill,Consumer,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.22,2,3.39,25-Aug,6.30%,Profitable,Low,East
US-2025-141544,8/30/2025,9/1/2025,Patrick O'Brill,Consumer,Technology,Phones,Aastra 57i VoIP phone,290.9,3,-67.88,25-Aug,-23.30%,Loss,Medium,East
US-2025-165995,8/30/2025,9/6/2025,Bruce Geld,Consumer,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,42.49,25-Aug,12.50%,Profitable,Medium,West
US-2025-117408,8/31/2025,9/6/2025,Theone Pippenger,Consumer,Office Supplies,Storage,Super Decoflex Portable Personal File,23.97,2,2.4,25-Aug,10.00%,Profitable,Low,Central
US-2025-151561,9/1/2025,9/7/2025,Patrick Gardner,Consumer,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.38,25-Sep,32.00%,Profitable,Medium,East
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,71.16,25-Sep,18.90%,Profitable,Medium,Central
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Office Supplies,Art,Newell 315,11.96,2,2.99,25-Sep,25.00%,Profitable,Low,Central
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.46,25-Sep,49.00%,Profitable,Low,Central
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.67,25-Sep,48.00%,Profitable,Low,Central
US-2025-129714,9/1/2025,9/3/2025,Adam Bellavance,Home Office,Office Supplies,Binders,Acco Hanging Data Binders,3.05,1,1.07,25-Sep,35.00%,Profitable,Low,East
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.09,25-Sep,46.00%,Profitable,Low,Central
US-2025-129714,9/1/2025,9/3/2025,Adam Bellavance,Home Office,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4,1415.43,25-Sep,32.50%,Profitable,High,East
US-2025-120859,9/1/2025,9/4/2025,Cynthia Voltz,Corporate,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94,25-Sep,50.00%,Profitable,Low,West
US-2025-124583,9/1/2025,9/3/2025,Laurel Beltran,Home Office,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,1,5.75,25-Sep,45.00%,Profitable,Low,West
US-2025-155481,9/1/2025,9/5/2025,Dean Katz,Corporate,Office Supplies,Fasteners,Staples,16.69,7,5.42,25-Sep,32.50%,Profitable,Low,East
US-2025-129714,9/1/2025,9/3/2025,Adam Bellavance,Home Office,Office Supplies,Paper,Xerox 1881,24.56,2,11.54,25-Sep,47.00%,Profitable,Low,East
US-2025-129714,9/1/2025,9/3/2025,Adam Bellavance,Home Office,Office Supplies,Paper,Xerox 1881,49.12,4,23.09,25-Sep,47.00%,Profitable,Low,East
US-2025-155481,9/1/2025,9/5/2025,Dean Katz,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.91,25-Sep,32.50%,Profitable,Low,East
US-2025-151561,9/1/2025,9/7/2025,Patrick Gardner,Consumer,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.29,25-Sep,30.00%,Profitable,Low,East
US-2025-129714,9/1/2025,9/3/2025,Adam Bellavance,Home Office,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.31,25-Sep,34.00%,Profitable,Low,East
US-2025-151561,9/1/2025,9/7/2025,Patrick Gardner,Consumer,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.32,25-Sep,44.00%,Profitable,Medium,East
US-2025-151561,9/1/2025,9/7/2025,Patrick Gardner,Consumer,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.44,25-Sep,42.00%,Profitable,Low,East
US-2025-155481,9/1/2025,9/5/2025,Dean Katz,Corporate,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.99,2,-4.8,25-Sep,-20.00%,Loss,Low,East
US-2025-116526,9/1/2025,9/5/2025,Joseph Airdo,Consumer,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,2.28,25-Sep,26.00%,Profitable,Low,Central
US-2025-106278,9/2/2025,9/5/2025,Becky Martin,Consumer,Furniture,Chairs,"Global Leather Task Chair, Black",215.98,3,-2.7,25-Sep,-1.30%,Loss,Medium,West
US-2025-129847,9/2/2025,9/4/2025,Tom Ashbrook,Home Office,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.27,2,-75.84,25-Sep,-90.00%,Loss,Low,Central
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,31.24,25-Sep,33.00%,Profitable,Low,West
US-2025-130407,9/2/2025,9/6/2025,Karen Daniels,Consumer,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,10,25-Sep,25.00%,Profitable,Low,East
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.73,3,28.44,25-Sep,5.00%,Profitable,High,West
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Furniture,Tables,Hon Racetrack Conference Tables,472.52,3,-149.63,25-Sep,-31.70%,Loss,Medium,South
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.46,9,34.81,25-Sep,11.30%,Profitable,Medium,South
US-2025-130407,9/2/2025,9/6/2025,Karen Daniels,Consumer,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,19.62,25-Sep,26.00%,Profitable,Low,East
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,4,3.4,25-Sep,17.50%,Profitable,Low,South
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.23,25-Sep,28.00%,Profitable,Low,West
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.91,7,-17.57,25-Sep,-76.70%,Loss,Low,South
US-2025-112739,9/2/2025,9/7/2025,Ross DeVincentis,Home Office,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.61,8,-13.34,25-Sep,-155.00%,Loss,Low,Central
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.31,1,2.56,25-Sep,35.00%,Profitable,Low,West
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,-12.63,25-Sep,-73.30%,Loss,Low,South
US-2025-116540,9/2/2025,9/2/2025,Sonia Sunley,Consumer,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.88,25-Sep,47.00%,Profitable,Low,Central
US-2025-106278,9/2/2025,9/5/2025,Becky Martin,Consumer,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.99,25-Sep,47.00%,Profitable,Low,West
US-2025-116540,9/2/2025,9/2/2025,Sonia Sunley,Consumer,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.65,25-Sep,36.00%,Profitable,Low,Central
US-2025-144764,9/2/2025,9/8/2025,Rob Lucas,Consumer,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,5,9.87,25-Sep,33.80%,Profitable,Low,Central
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.95,25-Sep,4.00%,Profitable,Low,West
US-2025-144764,9/2/2025,9/8/2025,Rob Lucas,Consumer,Office Supplies,Storage,Rogers Deluxe File Chest,35.17,2,-8.35,25-Sep,-23.80%,Loss,Low,Central
US-2025-113096,9/2/2025,9/4/2025,Sam Zeldin,Home Office,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.1,25-Sep,26.00%,Profitable,Low,West
US-2025-112739,9/2/2025,9/7/2025,Ross DeVincentis,Home Office,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,5,33.91,25-Sep,21.30%,Profitable,Medium,Central
US-2025-106950,9/2/2025,9/6/2025,Joe Elijah,Consumer,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,303.8,25-Sep,30.00%,Profitable,High,South
US-2025-166429,9/2/2025,9/8/2025,Toby Gnade,Consumer,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,449.99,25-Sep,45.00%,Profitable,High,West
US-2025-144764,9/2/2025,9/8/2025,Rob Lucas,Consumer,Technology,Machines,Okidata C610n Printer,1362.9,3,-19.47,25-Sep,-1.40%,Loss,High,Central
US-2025-126732,9/2/2025,9/6/2025,Lena Radford,Consumer,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.17,4,68.2,25-Sep,6.30%,Profitable,High,West
US-2025-147711,9/3/2025,9/8/2025,Herbert Flentye,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,3,31.04,25-Sep,9.00%,Profitable,Medium,East
US-2025-104815,9/3/2025,9/7/2025,Rob Beeghly,Consumer,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.74,4,0,25-Sep,0.00%,Loss,Medium,Central
US-2025-147711,9/3/2025,9/8/2025,Herbert Flentye,Consumer,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.28,25-Sep,29.00%,Profitable,Low,East
US-2025-100566,9/3/2025,9/9/2025,Julie Kriz,Home Office,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.95,3,-90.25,25-Sep,-107.50%,Loss,Low,Central
US-2025-101616,9/3/2025,9/6/2025,Craig Yedwab,Corporate,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,41.02,25-Sep,47.00%,Profitable,Low,South
US-2025-158099,9/3/2025,9/5/2025,Paul Knutson,Home Office,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,-760.98,25-Sep,-66.70%,Loss,High,East
US-2025-147711,9/3/2025,9/8/2025,Herbert Flentye,Consumer,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,5.87,25-Sep,46.00%,Profitable,Low,East
US-2025-159737,9/3/2025,9/9/2025,Carlos Soltero,Consumer,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.81,3,-14.97,25-Sep,-170.00%,Loss,Low,Central
US-2025-147711,9/3/2025,9/8/2025,Herbert Flentye,Consumer,Office Supplies,Labels,Avery 486,58.48,8,27.49,25-Sep,47.00%,Profitable,Low,East
US-2025-153185,9/3/2025,9/8/2025,Matt Hagelstein,Corporate,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.22,25-Sep,36.30%,Profitable,Low,East
US-2025-132143,9/3/2025,9/5/2025,Filia McAdams,Corporate,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,22.15,25-Sep,46.00%,Profitable,Low,East
US-2025-163986,9/3/2025,9/10/2025,Jennifer Jackson,Consumer,Office Supplies,Storage,Crate-A-Files,54.5,5,14.17,25-Sep,26.00%,Profitable,Low,Central
US-2025-158099,9/3/2025,9/5/2025,Paul Knutson,Home Office,Technology,Phones,Cisco SPA301,280.78,3,-46.8,25-Sep,-16.70%,Loss,Medium,East
US-2025-129630,9/4/2025,9/4/2025,Ionia McGrath,Consumer,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,8.74,25-Sep,36.00%,Profitable,Low,West
US-2025-131205,9/4/2025,9/8/2025,Anna Andreadi,Consumer,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.61,25-Sep,39.00%,Profitable,Low,South
US-2025-123120,9/4/2025,9/8/2025,Christina VanderZanden,Consumer,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,24.94,25-Sep,39.00%,Profitable,Low,East
US-2025-149783,9/4/2025,9/7/2025,Delfina Latchford,Consumer,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.17,2,8.72,25-Sep,10.00%,Profitable,Low,South
US-2025-169971,9/4/2025,9/9/2025,Ivan Liston,Consumer,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.38,3,7.02,25-Sep,11.30%,Profitable,Low,Central
US-2025-169971,9/4/2025,9/9/2025,Ivan Liston,Consumer,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.91,1,1.03,25-Sep,26.30%,Profitable,Low,Central
US-2025-149783,9/4/2025,9/7/2025,Delfina Latchford,Consumer,Office Supplies,Art,Prismacolor Color Pencil Set,31.74,2,8.33,25-Sep,26.30%,Profitable,Low,South
US-2025-131205,9/4/2025,9/8/2025,Anna Andreadi,Consumer,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.53,25-Sep,48.00%,Profitable,Low,South
US-2025-131205,9/4/2025,9/8/2025,Anna Andreadi,Consumer,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.69,25-Sep,48.00%,Profitable,Medium,South
US-2025-123120,9/4/2025,9/8/2025,Christina VanderZanden,Consumer,Office Supplies,Binders,Plastic Binding Combs,60.6,5,20.45,25-Sep,33.80%,Profitable,Low,East
US-2025-142524,9/4/2025,9/8/2025,Mick Brown,Consumer,Office Supplies,Envelopes,Staple envelope,16.56,2,7.78,25-Sep,47.00%,Profitable,Low,Central
US-2025-117604,9/4/2025,9/9/2025,Jeremy Pistek,Consumer,Office Supplies,Paper,Xerox 1886,239.5,5,114.96,25-Sep,48.00%,Profitable,Medium,South
US-2025-149783,9/4/2025,9/7/2025,Delfina Latchford,Consumer,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.19,3,4.11,25-Sep,33.80%,Profitable,Low,South
US-2025-168774,9/4/2025,9/9/2025,Roy Phan,Corporate,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,160.62,25-Sep,30.00%,Profitable,High,Central
US-2025-131205,9/4/2025,9/8/2025,Anna Andreadi,Consumer,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,5.2,25-Sep,4.00%,Profitable,Medium,South
US-2025-123120,9/4/2025,9/8/2025,Christina VanderZanden,Consumer,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,6.59,25-Sep,29.00%,Profitable,Low,East
US-2025-142524,9/4/2025,9/8/2025,Mick Brown,Consumer,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,67.19,25-Sep,24.00%,Profitable,Medium,Central
US-2025-129630,9/4/2025,9/4/2025,Ionia McGrath,Consumer,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,944.99,25-Sep,33.80%,Profitable,High,West
US-2025-158778,9/5/2025,9/9/2025,Dean Braden,Consumer,Furniture,Chairs,Global Comet Stacking Arm Chair,887.27,3,-63.38,25-Sep,-7.10%,Loss,High,East
US-2025-158778,9/5/2025,9/9/2025,Dean Braden,Consumer,Furniture,Chairs,"Global Task Chair, Black",71.25,2,-19.34,25-Sep,-27.10%,Loss,Low,East
US-2025-115756,9/5/2025,9/7/2025,Pete Kriz,Consumer,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,29.15,25-Sep,12.00%,Profitable,Medium,Central
US-2025-148110,9/5/2025,9/11/2025,Anthony Rawles,Corporate,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.8,7,-24.84,25-Sep,-7.10%,Loss,Medium,Central
US-2025-162383,9/5/2025,9/11/2025,Maribeth Dona,Consumer,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",85.25,2,-1.22,25-Sep,-1.40%,Loss,Low,East
US-2025-115756,9/5/2025,9/7/2025,Pete Kriz,Consumer,Furniture,Furnishings,Aluminum Document Frame,12.22,1,3.67,25-Sep,30.00%,Profitable,Low,Central
US-2025-158778,9/5/2025,9/9/2025,Dean Braden,Consumer,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",58.25,9,11.65,25-Sep,20.00%,Profitable,Low,East
US-2025-136595,9/5/2025,9/7/2025,Elizabeth Moffitt,Corporate,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",21.2,3,-11.66,25-Sep,-55.00%,Loss,Low,Central
US-2025-110366,9/5/2025,9/7/2025,Jonathan Doherty,Corporate,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,10.35,25-Sep,12.50%,Profitable,Low,East
US-2025-121013,9/5/2025,9/10/2025,Michael Moore,Consumer,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1652.94,3,314.06,25-Sep,19.00%,Profitable,High,South
US-2025-144540,9/5/2025,9/10/2025,Gary Hansen,Home Office,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3,-166.39,25-Sep,-265.00%,Loss,Low,Central
US-2025-158778,9/5/2025,9/9/2025,Dean Braden,Consumer,Office Supplies,Art,Newell 329,7.87,3,0.59,25-Sep,7.50%,Profitable,Low,East
US-2025-140774,9/5/2025,9/10/2025,Brad Eason,Home Office,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,26.99,25-Sep,25.00%,Profitable,Medium,Central
US-2025-151372,9/5/2025,9/6/2025,Joseph Holt,Consumer,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,3.94,25-Sep,33.80%,Profitable,Low,West
US-2025-136231,9/5/2025,9/7/2025,Darrin Martin,Consumer,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.06,7,-63.11,25-Sep,-73.30%,Loss,Low,South
US-2025-162383,9/5/2025,9/11/2025,Maribeth Dona,Consumer,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.86,6,-6.49,25-Sep,-73.30%,Loss,Low,East
